Number,Start date,Start station,Start station number,End date,End station,End station number,Bike number,Bike model,Total duration,Total duration (ms),duration_min,trip_category
153032838,2025-10-15 12:47:00,"Trebovir Road, Earl's Court",1113,2025-10-15 12:48:00,"Trebovir Road, Earl's Court",1113,55763,CLASSIC,49s,49021,0.8170166666666666,Invalid(<1 mins)
153032700,2025-10-15 12:41:00,"Bethnal Green Garden, Bethnal Green",200047,2025-10-15 12:41:00,"Bethnal Green Garden, Bethnal Green",200047,50355,CLASSIC,2s,2262,0.0377,Invalid(<1 mins)
153032625,2025-10-15 12:38:00,"Southerton Road, Hammersmith",200166,2025-10-15 12:38:00,"Southerton Road, Hammersmith",200166,35613,CLASSIC,12s,12972,0.2162,Invalid(<1 mins)
153032616,2025-10-15 12:38:00,"Marylebone Lane, Marylebone",1152,2025-10-15 12:38:00,"Marylebone Lane, Marylebone",1152,50431,CLASSIC,3s,3566,0.05943333333333333,Invalid(<1 mins)
153032474,2025-10-15 12:32:00,"Natural History Museum, South Kensington",2677,2025-10-15 12:32:00,"Natural History Museum, South Kensington",2677,35097,CLASSIC,3s,3280,0.05466666666666667,Invalid(<1 mins)
153032005,2025-10-15 12:11:00,"West Cromwell Road, Earl's Court",1001,2025-10-15 12:12:00,"West Cromwell Road, Earl's Court",1001,40635,CLASSIC,52s,52119,0.86865,Invalid(<1 mins)
153031682,2025-10-15 11:57:00,"Doddington Grove, Kennington",200084,2025-10-15 11:57:00,"Doddington Grove, Kennington",200084,56435,CLASSIC,12s,12897,0.21495,Invalid(<1 mins)
153031629,2025-10-15 11:54:00,"Ansell House, Stepney",200148,2025-10-15 11:54:00,"Ansell House, Stepney",200148,52961,CLASSIC,12s,12203,0.20338333333333333,Invalid(<1 mins)
153031447,2025-10-15 11:45:00,"Upcerne Road, West Chelsea",300075,2025-10-15 11:45:00,"Upcerne Road, West Chelsea",300075,57523,CLASSIC,12s,12937,0.21561666666666668,Invalid(<1 mins)
153031410,2025-10-15 11:43:00,"Cadogan Close, Victoria Park",200112,2025-10-15 11:44:00,"Cadogan Close, Victoria Park",200112,57388,CLASSIC,22s,22349,0.37248333333333333,Invalid(<1 mins)
153031377,2025-10-15 11:41:00,"South Bermondsey Station, Bermondsey",300062,2025-10-15 11:42:00,"South Bermondsey Station, Bermondsey",300062,52026,CLASSIC,24s,24139,0.40231666666666666,Invalid(<1 mins)
153031275,2025-10-15 11:36:00,"Central House, Aldgate",3430,2025-10-15 11:36:00,"Central House, Aldgate",3430,56465,CLASSIC,4s,4845,0.08075,Invalid(<1 mins)
153031250,2025-10-15 11:35:00,"Albert Gate, Hyde Park",1132,2025-10-15 11:35:00,"Albert Gate, Hyde Park",1132,57212,CLASSIC,11s,11850,0.1975,Invalid(<1 mins)
153030488,2025-10-15 10:55:00,"Warwick Road, Olympia",1134,2025-10-15 10:55:00,"Warwick Road, Olympia",1134,21104,CLASSIC,10s,10389,0.17315,Invalid(<1 mins)
153030070,2025-10-15 10:36:00,"Cleveland Gardens, Bayswater",1178,2025-10-15 10:36:00,"Cleveland Gardens, Bayswater",1178,31006,CLASSIC,21s,21824,0.36373333333333335,Invalid(<1 mins)
153029954,2025-10-15 10:31:00,"Royal College Street, Camden Town",2686,2025-10-15 10:32:00,"Royal College Street, Camden Town",2686,53592,CLASSIC,41s,41249,0.6874833333333333,Invalid(<1 mins)
153029939,2025-10-15 10:30:00,"Tanner Street, Bermondsey",994,2025-10-15 10:31:00,"Tanner Street, Bermondsey",994,23680,CLASSIC,58s,58046,0.9674333333333334,Invalid(<1 mins)
153029735,2025-10-15 10:19:00,"Burdett Road, Mile End",200123,2025-10-15 10:20:00,"Burdett Road, Mile End",200123,59871,CLASSIC,15s,15170,0.25283333333333335,Invalid(<1 mins)
153029585,2025-10-15 10:12:00,"St. George's Square, Pimlico",1195,2025-10-15 10:12:00,"St. George's Square, Pimlico",1195,53260,CLASSIC,5s,5849,0.09748333333333334,Invalid(<1 mins)
153029555,2025-10-15 10:10:00,"Chicheley Street, South Bank",200206,2025-10-15 10:11:00,"Chicheley Street, South Bank",200206,21388,CLASSIC,23s,23056,0.38426666666666665,Invalid(<1 mins)
153029561,2025-10-15 10:10:00,"Tower Gardens , Tower",1071,2025-10-15 10:10:00,"Tower Gardens , Tower",1071,63429,PBSC_EBIKE,3s,3725,0.06208333333333333,Invalid(<1 mins)
153029331,2025-10-15 10:01:00,"Chrisp Street Market, Poplar",200089,2025-10-15 10:01:00,"Chrisp Street Market, Poplar",200089,41372,CLASSIC,19s,19411,0.3235166666666667,Invalid(<1 mins)
153029052,2025-10-15 09:50:00,"St. Mark's Road, North Kensington",300034,2025-10-15 09:50:00,"St. Mark's Road, North Kensington",300034,63459,PBSC_EBIKE,2s,2675,0.044583333333333336,Invalid(<1 mins)
153028972,2025-10-15 09:47:00,"Rectory Square, Stepney",200037,2025-10-15 09:47:00,"Rectory Square, Stepney",200037,51938,CLASSIC,2s,2977,0.04961666666666667,Invalid(<1 mins)
153028987,2025-10-15 09:47:00,"Grant Road East, Clapham Junction",200120,2025-10-15 09:48:00,"Grant Road East, Clapham Junction",200120,35615,CLASSIC,29s,29862,0.4977,Invalid(<1 mins)
153028919,2025-10-15 09:45:00,"Graham Street, Angel",1131,2025-10-15 09:45:00,"Graham Street, Angel",1131,63124,PBSC_EBIKE,5s,5296,0.08826666666666666,Invalid(<1 mins)
153028932,2025-10-15 09:46:00,"Ansell House, Stepney",200148,2025-10-15 09:46:00,"Ansell House, Stepney",200148,52961,CLASSIC,16s,16101,0.26835,Invalid(<1 mins)
153028898,2025-10-15 09:44:00,"Cotton Garden Estate, Kennington",990,2025-10-15 09:45:00,"Cotton Garden Estate, Kennington",990,35607,CLASSIC,11s,11601,0.19335,Invalid(<1 mins)
153028775,2025-10-15 09:41:00,"Wapping High Street, Wapping",1039,2025-10-15 09:41:00,"Wapping High Street, Wapping",1039,30639,CLASSIC,23s,23378,0.38963333333333333,Invalid(<1 mins)
153028660,2025-10-15 09:37:00,"Goldsmith's Row, Haggerston",200159,2025-10-15 09:37:00,"Goldsmith's Row, Haggerston",200159,60123,PBSC_EBIKE,8s,8322,0.1387,Invalid(<1 mins)
153028427,2025-10-15 09:31:00,"Frampton Street, Paddington",1099,2025-10-15 09:32:00,"Frampton Street, Paddington",1099,55173,CLASSIC,44s,44552,0.7425333333333334,Invalid(<1 mins)
153028350,2025-10-15 09:29:00,"Great Dover Street, The Borough",1017,2025-10-15 09:29:00,"Great Dover Street, The Borough",1017,57008,CLASSIC,6s,6893,0.11488333333333334,Invalid(<1 mins)
153028237,2025-10-15 09:26:00,"Wormwood Street, Liverpool Street",2587,2025-10-15 09:26:00,"Wormwood Street, Liverpool Street",2587,55387,CLASSIC,19s,19795,0.3299166666666667,Invalid(<1 mins)
153028035,2025-10-15 09:21:00,"Birkenhead Street, King's Cross",300212,2025-10-15 09:21:00,"Birkenhead Street, King's Cross",300212,53312,CLASSIC,2s,2970,0.0495,Invalid(<1 mins)
153027898,2025-10-15 09:18:00,"Buxton Street 1, Shoreditch",1223,2025-10-15 09:18:00,"Buxton Street 1, Shoreditch",1223,20625,CLASSIC,22s,22013,0.36688333333333334,Invalid(<1 mins)
153027466,2025-10-15 09:09:00,"Kennington Cross, Kennington",1093,2025-10-15 09:09:00,"Kennington Cross, Kennington",1093,62967,PBSC_EBIKE,7s,7952,0.13253333333333334,Invalid(<1 mins)
153027376,2025-10-15 09:07:00,"Wenlock Road , Hoxton",979,2025-10-15 09:08:00,"Windsor Terrace, Hoxton",1029,53958,CLASSIC,56s,56477,0.9412833333333334,Invalid(<1 mins)
153026898,2025-10-15 08:58:00,"Cartwright Gardens , Bloomsbury",1010,2025-10-15 08:58:00,"Cartwright Gardens , Bloomsbury",1010,50230,CLASSIC,2s,2732,0.045533333333333335,Invalid(<1 mins)
153026934,2025-10-15 08:58:00,"Halford Road, West Kensington",300210,2025-10-15 08:59:00,"Halford Road, West Kensington",300210,52051,CLASSIC,32s,32818,0.5469666666666667,Invalid(<1 mins)
153026804,2025-10-15 08:56:00,"Handyside Street, King's Cross",300241,2025-10-15 08:57:00,"Handyside Street, King's Cross",300241,60319,PBSC_EBIKE,50s,50516,0.8419333333333333,Invalid(<1 mins)
153026757,2025-10-15 08:56:00,"Sloane Avenue, Knightsbridge",3461,2025-10-15 08:56:00,"Sloane Avenue, Knightsbridge",3461,58702,CLASSIC,38s,38093,0.6348833333333334,Invalid(<1 mins)
153026355,2025-10-15 08:50:00,"Birkenhead Street, King's Cross",300212,2025-10-15 08:51:00,"Birkenhead Street, King's Cross",300212,53312,CLASSIC,30s,30832,0.5138666666666667,Invalid(<1 mins)
153026274,2025-10-15 08:49:00,"Eagle Wharf Road, Hoxton",200246,2025-10-15 08:50:00,"Eagle Wharf Road, Hoxton",200246,62234,PBSC_EBIKE,18s,18718,0.31196666666666667,Invalid(<1 mins)
153025887,2025-10-15 08:45:00,"New Spring Gardens Walk, Vauxhall",300224,2025-10-15 08:45:00,"New Spring Gardens Walk, Vauxhall",300224,30919,CLASSIC,29s,29660,0.49433333333333335,Invalid(<1 mins)
153025918,2025-10-15 08:45:00,"Abbey Orchard Street, Westminster",3429,2025-10-15 08:45:00,"Abbey Orchard Street, Westminster",3429,55289,CLASSIC,4s,4464,0.0744,Invalid(<1 mins)
153025940,2025-10-15 08:45:00,"Victoria Park Road, Hackney Central",300011,2025-10-15 08:46:00,"Victoria Park Road, Hackney Central",300011,54159,CLASSIC,12s,12988,0.21646666666666667,Invalid(<1 mins)
153025817,2025-10-15 08:44:00,"Limburg Road, Clapham Junction",300100,2025-10-15 08:45:00,"Limburg Road, Clapham Junction",300100,52952,CLASSIC,24s,24194,0.40323333333333333,Invalid(<1 mins)
153025271,2025-10-15 08:38:00,"Queen Street 1, Bank",999,2025-10-15 08:39:00,"Queen Street 1, Bank",999,62629,PBSC_EBIKE,39s,39933,0.66555,Invalid(<1 mins)
153025170,2025-10-15 08:37:00,"North Wharf Road, Paddington",1108,2025-10-15 08:37:00,"North Wharf Road, Paddington",1108,56898,CLASSIC,12s,12573,0.20955,Invalid(<1 mins)
153025199,2025-10-15 08:37:00,"Dickens Square, Borough",1208,2025-10-15 08:38:00,"Dickens Square, Borough",1208,52221,CLASSIC,36s,36167,0.6027833333333333,Invalid(<1 mins)
153025082,2025-10-15 08:36:00,"Shoreditch Park, Hoxton",1051,2025-10-15 08:36:00,"Shoreditch Park, Hoxton",1051,54136,CLASSIC,15s,15209,0.25348333333333334,Invalid(<1 mins)
153025097,2025-10-15 08:36:00,"Borough High Street, The Borough",996,2025-10-15 08:37:00,"Borough High Street, The Borough",996,52898,CLASSIC,13s,13997,0.23328333333333334,Invalid(<1 mins)
153025106,2025-10-15 08:36:00,"Canada Water Station, Rotherhithe",300252,2025-10-15 08:36:00,"Canada Water Station, Rotherhithe",300252,41380,CLASSIC,2s,2691,0.04485,Invalid(<1 mins)
153025012,2025-10-15 08:35:00,"Walnut Tree Walk, Vauxhall",1076,2025-10-15 08:36:00,"Walnut Tree Walk, Vauxhall",1076,56261,CLASSIC,21s,21963,0.36605,Invalid(<1 mins)
153024608,2025-10-15 08:31:00,"Burgess Park Albany Road, Walworth",300063,2025-10-15 08:32:00,"Burgess Park Albany Road, Walworth",300063,90887,CLASSIC,47s,47599,0.7933166666666667,Invalid(<1 mins)
153024553,2025-10-15 08:30:00,"Princes Square, Bayswater",3491,2025-10-15 08:31:00,"Ilchester Gardens, Bayswater",200086,50364,CLASSIC,35s,35753,0.5958833333333333,Invalid(<1 mins)
153024458,2025-10-15 08:29:00,"Queen's Circus, Battersea Park",200190,2025-10-15 08:29:00,"Queen's Circus, Battersea Park",200190,51334,CLASSIC,29s,29963,0.49938333333333335,Invalid(<1 mins)
153024514,2025-10-15 08:30:00,"Goldsmith's Row, Haggerston",200159,2025-10-15 08:31:00,"Goldsmith's Row, Haggerston",200159,60123,PBSC_EBIKE,59s,59313,0.98855,Invalid(<1 mins)
153024416,2025-10-15 08:28:00,"Silverthorne Road, Battersea",200179,2025-10-15 08:29:00,"Silverthorne Road, Battersea",200179,54447,CLASSIC,58s,58799,0.9799833333333333,Invalid(<1 mins)
153024418,2025-10-15 08:28:00,"Hereford Road, Bayswater",1016,2025-10-15 08:29:00,"Princes Square, Bayswater",3491,55342,CLASSIC,50s,50292,0.8382,Invalid(<1 mins)
153024214,2025-10-15 08:26:00,"Hurlingham Park, Parsons Green",300098,2025-10-15 08:26:00,"Hurlingham Park, Parsons Green",300098,41546,CLASSIC,24s,24023,0.4003833333333333,Invalid(<1 mins)
153024252,2025-10-15 08:26:00,"Hereford Road, Bayswater",1016,2025-10-15 08:27:00,"Princes Square, Bayswater",3491,50364,CLASSIC,46s,46238,0.7706333333333333,Invalid(<1 mins)
153024185,2025-10-15 08:25:00,"Butler Place, Westminster",2662,2025-10-15 08:26:00,"Butler Place, Westminster",2662,62480,PBSC_EBIKE,22s,22378,0.37296666666666667,Invalid(<1 mins)
153024118,2025-10-15 08:24:00,"Aberdeen Place, St. John's Wood",2698,2025-10-15 08:25:00,"Aberdeen Place, St. John's Wood",2698,57441,CLASSIC,7s,7568,0.12613333333333332,Invalid(<1 mins)
153023864,2025-10-15 08:21:00,"Goswell Road (City Uni), Finsbury",1222,2025-10-15 08:22:00,"Goswell Road (City Uni), Finsbury",1222,62307,PBSC_EBIKE,52s,52081,0.8680166666666667,Invalid(<1 mins)
153023784,2025-10-15 08:20:00,"Gauden Road, Clapham",300207,2025-10-15 08:20:00,"Gauden Road, Clapham",300207,21388,CLASSIC,29s,29294,0.48823333333333335,Invalid(<1 mins)
153023704,2025-10-15 08:19:00,"New Kent Road, The Borough",966,2025-10-15 08:19:00,"New Kent Road, The Borough",966,56450,CLASSIC,26s,26613,0.44355,Invalid(<1 mins)
153023651,2025-10-15 08:18:00,"Gauden Road, Clapham",300207,2025-10-15 08:18:00,"Gauden Road, Clapham",300207,21388,CLASSIC,13s,13740,0.229,Invalid(<1 mins)
153023545,2025-10-15 08:17:00,"Camley Street, Camden Town",22181,2025-10-15 08:17:00,"Camley Street, Camden Town",22181,52629,CLASSIC,12s,12302,0.20503333333333335,Invalid(<1 mins)
153023378,2025-10-15 08:14:00,"All Saints Church, Portobello",300023,2025-10-15 08:14:00,"All Saints Church, Portobello",300023,60540,PBSC_EBIKE,29s,29625,0.49375,Invalid(<1 mins)
153023396,2025-10-15 08:14:00,"Boston Place, Marylebone",1035,2025-10-15 08:14:00,"Boston Place, Marylebone",1035,62955,PBSC_EBIKE,6s,6036,0.1006,Invalid(<1 mins)
153023411,2025-10-15 08:14:00,"All Saints Church, Portobello",300023,2025-10-15 08:15:00,"All Saints Church, Portobello",300023,53651,CLASSIC,17s,17177,0.28628333333333333,Invalid(<1 mins)
153023313,2025-10-15 08:13:00,"Collingham Gardens, Earl's Court",3459,2025-10-15 08:13:00,"Collingham Gardens, Earl's Court",3459,62797,PBSC_EBIKE,5s,5660,0.09433333333333334,Invalid(<1 mins)
153022778,2025-10-15 08:04:00,"Eastbourne Mews, Paddington",1203,2025-10-15 08:04:00,"Eastbourne Mews, Paddington",1203,41000,CLASSIC,3s,3219,0.05365,Invalid(<1 mins)
153022511,2025-10-15 07:59:00,"Irene Road, Parsons Green",300012,2025-10-15 07:59:00,"Irene Road, Parsons Green",300012,54400,CLASSIC,27s,27344,0.4557333333333333,Invalid(<1 mins)
153022410,2025-10-15 07:57:00,"Imperial Wharf Station, Sands End",300070,2025-10-15 07:57:00,"Imperial Wharf Station, Sands End",300070,53356,CLASSIC,25s,25887,0.43145,Invalid(<1 mins)
153022287,2025-10-15 07:54:00,"Imperial Road, Sands End",300087,2025-10-15 07:55:00,"Imperial Road, Sands End",300087,56001,CLASSIC,34s,34165,0.5694166666666667,Invalid(<1 mins)
153022266,2025-10-15 07:54:00,"Podium, Queen Elizabeth Olympic Park",300021,2025-10-15 07:55:00,"Podium, Queen Elizabeth Olympic Park",300021,62513,PBSC_EBIKE,59s,59345,0.9890833333333333,Invalid(<1 mins)
153022099,2025-10-15 07:50:00,"Argyle Street, Kings Cross",1011,2025-10-15 07:50:00,"Argyle Street, Kings Cross",1011,53819,CLASSIC,24s,24038,0.40063333333333334,Invalid(<1 mins)
153021773,2025-10-15 07:43:00,"Albert Bridge Road, Battersea Park",300045,2025-10-15 07:43:00,"Albert Bridge Road, Battersea Park",300045,56439,CLASSIC,2s,2530,0.042166666666666665,Invalid(<1 mins)
153021487,2025-10-15 07:35:00,"Old Brompton Road, South Kensington",3479,2025-10-15 07:36:00,"Old Brompton Road, South Kensington",3479,58503,CLASSIC,23s,23117,0.3852833333333333,Invalid(<1 mins)
153021386,2025-10-15 07:32:00,"Waterloo Station 2, Waterloo",2692,2025-10-15 07:33:00,"Waterloo Station 1, Waterloo",2696,56844,CLASSIC,34s,34106,0.5684333333333333,Invalid(<1 mins)
153021350,2025-10-15 07:31:00,"Eccleston Place, Victoria",3465,2025-10-15 07:32:00,"Eccleston Place, Victoria",3465,56689,CLASSIC,52s,52701,0.87835,Invalid(<1 mins)
153021311,2025-10-15 07:30:00,"Kings Gate House, Westminster",300202,2025-10-15 07:30:00,"Kings Gate House, Westminster",300202,58975,CLASSIC,10s,10354,0.17256666666666667,Invalid(<1 mins)
153020845,2025-10-15 07:16:00,"Boston Place, Marylebone",1035,2025-10-15 07:16:00,"Boston Place, Marylebone",1035,62955,PBSC_EBIKE,17s,17352,0.2892,Invalid(<1 mins)
153020478,2025-10-15 07:02:00,"Cheshire Street, Bethnal Green",200003,2025-10-15 07:02:00,"Cheshire Street, Bethnal Green",200003,53248,CLASSIC,36s,36905,0.6150833333333333,Invalid(<1 mins)
153020414,2025-10-15 06:58:00,"Wormwood Street, Liverpool Street",2587,2025-10-15 06:58:00,"Wormwood Street, Liverpool Street",2587,60393,PBSC_EBIKE,2s,2327,0.038783333333333336,Invalid(<1 mins)
153020219,2025-10-15 06:45:00,"St. George's Square, Pimlico",1195,2025-10-15 06:45:00,"St. George's Square, Pimlico",1195,62942,PBSC_EBIKE,2s,2429,0.040483333333333336,Invalid(<1 mins)
153020026,2025-10-15 06:32:00,"Dorothy Road, Clapham Junction",200119,2025-10-15 06:32:00,"Dorothy Road, Clapham Junction",200119,50848,CLASSIC,2s,2654,0.04423333333333333,Invalid(<1 mins)
153019705,2025-10-15 05:58:00,"Gauden Road, Clapham",300207,2025-10-15 05:59:00,"Gauden Road, Clapham",300207,21388,CLASSIC,24s,24704,0.41173333333333334,Invalid(<1 mins)
153019700,2025-10-15 05:57:00,"Gauden Road, Clapham",300207,2025-10-15 05:58:00,"Gauden Road, Clapham",300207,31025,CLASSIC,57s,57536,0.9589333333333333,Invalid(<1 mins)
153019451,2025-10-15 02:53:00,"Park Lane, Mayfair",300093,2025-10-15 02:53:00,"Park Lane, Mayfair",300093,62850,PBSC_EBIKE,14s,14684,0.24473333333333333,Invalid(<1 mins)
153019448,2025-10-15 02:51:00,"Golden Square, Soho",3451,2025-10-15 02:52:00,"Golden Square, Soho",3451,35260,CLASSIC,57s,57966,0.9661,Invalid(<1 mins)
153019416,2025-10-15 02:16:00,"Albany Street, The Regent's Park",200134,2025-10-15 02:16:00,"Albany Street, The Regent's Park",200134,52743,CLASSIC,45s,45973,0.7662166666666667,Invalid(<1 mins)
153019340,2025-10-15 01:07:00,"South Quay East, Canary Wharf",200233,2025-10-15 01:08:00,"South Quay East, Canary Wharf",200233,56502,CLASSIC,36s,36605,0.6100833333333333,Invalid(<1 mins)
153019275,2025-10-15 00:40:00,"Allington Street, Victoria",300242,2025-10-15 00:41:00,"Allington Street, Victoria",300242,54060,CLASSIC,44s,44806,0.7467666666666667,Invalid(<1 mins)
153019256,2025-10-15 00:33:00,"Park Lane, Mayfair",300093,2025-10-15 00:34:00,"Park Lane, Mayfair",300093,62850,PBSC_EBIKE,19s,19107,0.31845,Invalid(<1 mins)
153019210,2025-10-15 00:12:00,"Golden Square, Soho",3451,2025-10-15 00:12:00,"Golden Square, Soho",3451,35260,CLASSIC,3s,3808,0.06346666666666667,Invalid(<1 mins)
153019097,2025-10-14 23:48:00,"Endsleigh Gardens, Euston",1079,2025-10-14 23:48:00,"Endsleigh Gardens, Euston",1079,58265,CLASSIC,4s,4823,0.08038333333333333,Invalid(<1 mins)
153019067,2025-10-14 23:43:00,"Imperial Wharf Station, Sands End",300070,2025-10-14 23:43:00,"Imperial Wharf Station, Sands End",300070,63303,PBSC_EBIKE,12s,12854,0.21423333333333333,Invalid(<1 mins)
153019026,2025-10-14 23:35:00,"Greyhound Road, Hammersmith",200215,2025-10-14 23:35:00,"Greyhound Road, Hammersmith",200215,63497,PBSC_EBIKE,15s,15928,0.2654666666666667,Invalid(<1 mins)
153018994,2025-10-14 23:29:00,"Penywern Road, Earl's Court",3444,2025-10-14 23:30:00,"Penywern Road, Earl's Court",3444,22165,CLASSIC,58s,58164,0.9694,Invalid(<1 mins)
153018804,2025-10-14 23:06:00,"Blackfriars Station, St. Paul's",200212,2025-10-14 23:06:00,"Blackfriars Station, St. Paul's",200212,62462,PBSC_EBIKE,27s,27804,0.4634,Invalid(<1 mins)
153018241,2025-10-14 22:08:00,"Macclesfield Rd, St Lukes",1226,2025-10-14 22:08:00,"Macclesfield Rd, St Lukes",1226,62646,PBSC_EBIKE,11s,11405,0.19008333333333333,Invalid(<1 mins)
153018159,2025-10-14 22:02:00,"Good's Way, King's Cross",300243,2025-10-14 22:03:00,"Good's Way, King's Cross",300243,58821,CLASSIC,34s,34005,0.56675,Invalid(<1 mins)
153017832,2025-10-14 21:40:00,"Sedding Street, Sloane Square",3420,2025-10-14 21:40:00,"Sedding Street, Sloane Square",3420,41471,CLASSIC,2s,2619,0.04365,Invalid(<1 mins)
153017810,2025-10-14 21:38:00,"Lexham Gardens, Kensington",1121,2025-10-14 21:38:00,"Lexham Gardens, Kensington",1121,52613,CLASSIC,8s,8555,0.14258333333333334,Invalid(<1 mins)
153017814,2025-10-14 21:38:00,"Lexham Gardens, Kensington",1121,2025-10-14 21:38:00,"Lexham Gardens, Kensington",1121,52613,CLASSIC,4s,4548,0.0758,Invalid(<1 mins)
153017794,2025-10-14 21:37:00,"Lexham Gardens, Kensington",1121,2025-10-14 21:37:00,"Lexham Gardens, Kensington",1121,21587,CLASSIC,2s,2973,0.04955,Invalid(<1 mins)
153017785,2025-10-14 21:37:00,"Lexham Gardens, Kensington",1121,2025-10-14 21:37:00,"Lexham Gardens, Kensington",1121,59422,CLASSIC,3s,3174,0.0529,Invalid(<1 mins)
153017769,2025-10-14 21:35:00,"Tavistock Place, Bloomsbury",3439,2025-10-14 21:36:00,"Tavistock Place, Bloomsbury",3439,55124,CLASSIC,31s,31258,0.5209666666666667,Invalid(<1 mins)
153017754,2025-10-14 21:34:00,"Porchester Place, Paddington",3477,2025-10-14 21:34:00,"Porchester Place, Paddington",3477,56430,CLASSIC,2s,2700,0.045,Invalid(<1 mins)
153017756,2025-10-14 21:34:00,"South Kensington Station, South Kensington",2685,2025-10-14 21:34:00,"South Kensington Station, South Kensington",2685,54719,CLASSIC,15s,15006,0.2501,Invalid(<1 mins)
153017535,2025-10-14 21:20:00,"Fisherman's Walk West, Canary Wharf",22165,2025-10-14 21:20:00,"Fisherman's Walk West, Canary Wharf",22165,52415,CLASSIC,18s,18477,0.30795,Invalid(<1 mins)
153017528,2025-10-14 21:19:00,"Lord's, St. John's Wood",2665,2025-10-14 21:19:00,"Lord's, St. John's Wood",2665,21838,CLASSIC,6s,6090,0.1015,Invalid(<1 mins)
153017486,2025-10-14 21:17:00,"Guilford Street , Bloomsbury",974,2025-10-14 21:17:00,"Guilford Street , Bloomsbury",974,63267,PBSC_EBIKE,29s,29521,0.49201666666666666,Invalid(<1 mins)
153017325,2025-10-14 21:09:00,"Moorfields, Moorgate",1092,2025-10-14 21:09:00,"Moorfields, Moorgate",1092,35024,CLASSIC,34s,34628,0.5771333333333334,Invalid(<1 mins)
153017280,2025-10-14 21:06:00,"Montpelier Street, Knightsbridge",1206,2025-10-14 21:06:00,"Montpelier Street, Knightsbridge",1206,63513,PBSC_EBIKE,8s,8552,0.14253333333333335,Invalid(<1 mins)
153017265,2025-10-14 21:06:00,"Soho Square , Soho",1052,2025-10-14 21:06:00,"Soho Square , Soho",1052,54719,CLASSIC,5s,5940,0.099,Invalid(<1 mins)
153017231,2025-10-14 21:04:00,"Sea Containers, South Bank",200144,2025-10-14 21:04:00,"Sea Containers, South Bank",200144,62462,PBSC_EBIKE,5s,5628,0.0938,Invalid(<1 mins)
153016967,2025-10-14 20:46:00,"Old Street Station, St. Luke's",1064,2025-10-14 20:47:00,"Old Street Station, St. Luke's",1064,53463,CLASSIC,25s,25498,0.42496666666666666,Invalid(<1 mins)
153016940,2025-10-14 20:45:00,"North Wharf Road, Paddington",1108,2025-10-14 20:45:00,"North Wharf Road, Paddington",1108,53859,CLASSIC,3s,3783,0.06305,Invalid(<1 mins)
153016842,2025-10-14 20:39:00,"Central House, Aldgate",3430,2025-10-14 20:40:00,"Central House, Aldgate",3430,40964,CLASSIC,23s,23420,0.3903333333333333,Invalid(<1 mins)
153016738,2025-10-14 20:35:00,"Edgware Road Station, Marylebone",1058,2025-10-14 20:35:00,"Edgware Road Station, Marylebone",1058,63031,PBSC_EBIKE,12s,12902,0.21503333333333333,Invalid(<1 mins)
153016704,2025-10-14 20:33:00,"Import Dock, Canary Wharf",200066,2025-10-14 20:33:00,"Import Dock, Canary Wharf",200066,62479,PBSC_EBIKE,30s,30814,0.5135666666666666,Invalid(<1 mins)
153016707,2025-10-14 20:33:00,"Grosvenor Square, Mayfair",10627,2025-10-14 20:33:00,"Grosvenor Square, Mayfair",10627,56719,CLASSIC,20s,20047,0.3341166666666667,Invalid(<1 mins)
153016685,2025-10-14 20:32:00,"Grosvenor Square, Mayfair",10627,2025-10-14 20:33:00,"Grosvenor Square, Mayfair",10627,24304,CLASSIC,56s,56134,0.9355666666666667,Invalid(<1 mins)
153016571,2025-10-14 20:26:00,"Risinghill Street, Angel",1127,2025-10-14 20:26:00,"Risinghill Street, Angel",1127,22130,CLASSIC,8s,8307,0.13845,Invalid(<1 mins)
153016341,2025-10-14 20:15:00,"St. Martin's Street, West End",1158,2025-10-14 20:16:00,"St. Martin's Street, West End",1158,50317,CLASSIC,30s,30924,0.5154,Invalid(<1 mins)
153016146,2025-10-14 20:09:00,"City Road, Angel",2690,2025-10-14 20:09:00,"City Road, Angel",2690,50345,CLASSIC,19s,19509,0.32515,Invalid(<1 mins)
153015928,2025-10-14 19:59:00,"Ansell House, Stepney",200148,2025-10-14 20:00:00,"Ansell House, Stepney",200148,52961,CLASSIC,24s,24285,0.40475,Invalid(<1 mins)
153015840,2025-10-14 19:56:00,"Ansell House, Stepney",200148,2025-10-14 19:56:00,"Ansell House, Stepney",200148,52961,CLASSIC,33s,33068,0.5511333333333334,Invalid(<1 mins)
153015734,2025-10-14 19:52:00,"Tanner Street, Bermondsey",994,2025-10-14 19:52:00,"Tanner Street, Bermondsey",994,53902,CLASSIC,8s,8679,0.14465,Invalid(<1 mins)
153015419,2025-10-14 19:40:00,"Hop Exchange, The Borough",960,2025-10-14 19:40:00,"Hop Exchange, The Borough",960,21242,CLASSIC,19s,19836,0.3306,Invalid(<1 mins)
153015423,2025-10-14 19:40:00,"Bell Street , Marylebone",1166,2025-10-14 19:40:00,"Bell Street , Marylebone",1166,50499,CLASSIC,24s,24875,0.41458333333333336,Invalid(<1 mins)
153015312,2025-10-14 19:36:00,"Old Street Station, St. Luke's",1064,2025-10-14 19:36:00,"Old Street Station, St. Luke's",1064,59722,CLASSIC,6s,6810,0.1135,Invalid(<1 mins)
