Number,Start date,Start station,Start station number,End date,End station,End station number,Bike number,Bike model,Total duration,Total duration (ms),duration_min,trip_category
152899012,2025-10-10 18:11:00,"Grant Road East, Clapham Junction",200120,2025-10-11 08:53:00,"Grant Road East, Clapham Junction",200120,54452,CLASSIC,14h 42m 26s,52946084,882.4347333333334,Anamoly (>300 mins)
152896604,2025-10-10 17:23:00,"Bermondsey Station, Bermondsey",300253,2025-10-22 02:16:00,"Tower Gardens , Tower",1071,31080,CLASSIC,11d 8h 53m 11s,982391690,16373.194833333333,Anamoly (>300 mins)
152893950,2025-10-10 16:21:00,"Bell Lane, Liverpool Street",200036,2025-10-11 02:10:00,"Castlehaven Road, Camden Town",200016,51103,CLASSIC,9h 49m 43s,35383901,589.7316833333333,Anamoly (>300 mins)
152893215,2025-10-10 16:00:00,"Gwendwr Road, West Kensington",300097,2025-10-12 17:48:00,Mechanical Workshop Penton,10626,63420,PBSC_EBIKE,2d 1h 47m 58s,179278606,2987.9767666666667,Anamoly (>300 mins)
152893080,2025-10-10 15:56:00,"Aquatic Centre, Queen Elizabeth Olympic Park",300233,2025-10-16 16:38:00,"Risinghill Street, Angel",1127,57075,CLASSIC,6d 0h 42m 37s,520957326,8682.6221,Anamoly (>300 mins)
152892641,2025-10-10 15:41:00,"Strand, Strand",1100,2025-10-11 07:53:00,"Houndsditch, Aldgate",200072,52303,CLASSIC,16h 11m 54s,58314022,971.9003666666666,Anamoly (>300 mins)
152892099,2025-10-10 15:21:00,"Borough Road, Elephant & Castle",1082,2025-10-11 15:54:00,"Cotton Garden Estate, Kennington",990,41782,CLASSIC,1d 0h 33m 11s,88391650,1473.1941666666667,Anamoly (>300 mins)
152891976,2025-10-10 15:16:00,"Gauden Road, Clapham",300207,2025-10-17 13:48:00,Mechanical Workshop Clapham,22168,55047,CLASSIC,6d 22h 31m 53s,599513025,9991.88375,Anamoly (>300 mins)
152889610,2025-10-10 13:42:00,"Timber Lodge, Queen Elizabeth Olympic Park",300227,2025-10-21 17:34:00,"Normandy Road, Stockwell",300225,54743,CLASSIC,11d 3h 51m 19s,964279737,16071.32895,Anamoly (>300 mins)
152889318,2025-10-10 13:32:00,"Albert Gate, Hyde Park",1132,2025-10-10 19:02:00,"Marylebone Lane, Marylebone",1152,22287,CLASSIC,5h 29m 57s,19797742,329.96236666666664,Anamoly (>300 mins)
152888812,2025-10-10 13:13:00,"Green Park Station, Mayfair",200096,2025-10-17 11:32:00,Mechanical Workshop Clapham,22168,56551,CLASSIC,6d 22h 19m 27s,598767730,9979.462166666666,Anamoly (>300 mins)
152887904,2025-10-10 12:38:00,"Camley Street, Camden Town",22181,2025-10-10 20:18:00,"Endsleigh Gardens, Euston",1079,24481,CLASSIC,7h 40m 0s,27600369,460.00615,Anamoly (>300 mins)
152886958,2025-10-10 12:00:00,"Westminster Pier, Westminster",300249,2025-10-10 17:02:00,"Hop Exchange, The Borough",960,23508,CLASSIC,5h 2m 4s,18124207,302.07011666666665,Anamoly (>300 mins)
152886926,2025-10-10 11:58:00,"Lots Road, West Chelsea",300076,2025-10-11 18:28:00,Mechanical Workshop Penton,10626,63466,PBSC_EBIKE,1d 6h 29m 23s,109763456,1829.3909333333334,Anamoly (>300 mins)
152884979,2025-10-10 10:35:00,"Cantrell Road, Bow",200150,2025-10-11 13:07:00,"Tavistock Street, Covent Garden",1207,54001,CLASSIC,1d 2h 32m 12s,95532245,1592.2040833333333,Anamoly (>300 mins)
152883621,2025-10-10 09:39:00,"London Street, Paddington",300079,2025-10-10 14:58:00,"London Street, Paddington",300079,23183,CLASSIC,5h 18m 26s,19106247,318.43745,Anamoly (>300 mins)
152883631,2025-10-10 09:39:00,"London Street, Paddington",300079,2025-10-10 14:57:00,"London Street, Paddington",300079,58342,CLASSIC,5h 17m 45s,19065906,317.7651,Anamoly (>300 mins)
152882757,2025-10-10 09:13:00,"Bankside Mix, Bankside",963,2025-10-10 18:30:00,"Finnis Street, Bethnal Green",300041,55332,CLASSIC,9h 17m 33s,33453766,557.5627666666667,Anamoly (>300 mins)
152880532,2025-10-10 08:29:00,"St. John's Wood Church, The Regent's Park",1091,2025-10-10 15:58:00,"Waterloo Station 1, Waterloo",2696,64213,PBSC_EBIKE,7h 29m 3s,26943166,449.0527666666667,Anamoly (>300 mins)
152879662,2025-10-10 08:11:00,"Saltoun Road, Brixton",300206,2025-10-10 13:46:00,"Saltoun Road, Brixton",300206,60353,PBSC_EBIKE,5h 34m 31s,20071160,334.51933333333335,Anamoly (>300 mins)
152879240,2025-10-10 08:01:00,"Riverlight South, Nine Elms",300232,2025-10-10 13:05:00,"Riverlight South, Nine Elms",300232,54086,CLASSIC,5h 4m 50s,18290758,304.84596666666664,Anamoly (>300 mins)
152878950,2025-10-10 07:53:00,"Saltoun Road, Brixton",300206,2025-10-11 07:50:00,"Disraeli Road, Putney",200217,64030,PBSC_EBIKE,23h 57m 20s,86240295,1437.33825,Anamoly (>300 mins)
152878330,2025-10-10 07:34:00,"Crosswall, Tower",991,2025-10-10 14:04:00,"Old Street Station, St. Luke's",1064,60413,PBSC_EBIKE,6h 29m 40s,23380910,389.6818333333333,Anamoly (>300 mins)
152876615,2025-10-10 01:39:00,"Clifton Street, Shoreditch",3501,2025-10-10 17:27:00,Mechanical Workshop Penton,10626,60221,PBSC_EBIKE,15h 48m 5s,56885238,948.0873,Anamoly (>300 mins)
152876467,2025-10-10 00:52:00,"Nantes Close, Wandsworth",200186,2025-10-11 05:45:00,"Wandsworth Town Station, Wandsworth",200091,41271,CLASSIC,1d 4h 52m 55s,103975733,1732.9288833333333,Anamoly (>300 mins)
152875522,2025-10-09 22:51:00,"Granby Street, Shoreditch",22174,2025-10-20 09:10:00,"LMU Commercial Road, Whitechapel",1105,40591,CLASSIC,10d 10h 19m 33s,901173705,15019.56175,Anamoly (>300 mins)
152874264,2025-10-09 21:29:00,"Wellington Street , Strand",1202,2025-10-10 17:27:00,Mechanical Workshop Penton,10626,62830,PBSC_EBIKE,19h 58m 19s,71899865,1198.3310833333333,Anamoly (>300 mins)
152874140,2025-10-09 21:22:00,"Fournier Street, Whitechapel",200157,2025-10-10 06:56:00,"Lambeth Road, Vauxhall",1078,59113,CLASSIC,9h 33m 36s,34416600,573.61,Anamoly (>300 mins)
152873946,2025-10-09 21:12:00,"Duke Street Hill, London Bridge",300083,2025-10-10 06:23:00,"Sutton Street, Shadwell",200256,42169,CLASSIC,9h 11m 8s,33068649,551.14415,Anamoly (>300 mins)
152873794,2025-10-09 21:04:00,"Lincoln's Inn Fields, Holborn",300240,2025-10-10 08:18:00,"Lincoln's Inn Fields, Holborn",300240,30004,CLASSIC,11h 14m 32s,40472865,674.54775,Anamoly (>300 mins)
152873079,2025-10-09 20:29:00,"Ontario Street, Elephant & Castle",1200,2025-10-19 10:21:00,"Battersea Power Station, Battersea Park",300221,21601,CLASSIC,9d 13h 52m 19s,827539836,13792.3306,Anamoly (>300 mins)
152871739,2025-10-09 19:40:00,"Cheapside, Bank",22180,2025-10-10 17:30:00,Mechanical Workshop Penton,10626,63089,PBSC_EBIKE,21h 49m 56s,78596793,1309.94655,Anamoly (>300 mins)
152871098,2025-10-09 19:21:00,"Moorfields, Moorgate",1092,2025-10-18 14:03:00,"Graham Street, Angel",1131,42173,CLASSIC,8d 18h 42m 2s,758522332,12642.038866666666,Anamoly (>300 mins)
152869740,2025-10-09 18:49:00,"Gloucester Street, Pimlico",1103,2025-10-10 00:15:00,"Allington Street, Victoria",300242,62312,PBSC_EBIKE,5h 26m 27s,19587509,326.45848333333333,Anamoly (>300 mins)
152868772,2025-10-09 18:30:00,"Brushfield Street, Liverpool Street",1161,2025-10-10 17:20:00,Mechanical Workshop Penton,10626,60549,PBSC_EBIKE,22h 49m 15s,82155318,1369.2553,Anamoly (>300 mins)
152867311,2025-10-09 18:07:00,"Alderney Street, Pimlico",1174,2025-10-10 16:42:00,"Clarence Walk, Stockwell",200194,52766,CLASSIC,22h 34m 33s,81273176,1354.5529333333334,Anamoly (>300 mins)
152865603,2025-10-09 17:40:00,"Claverton Street, Pimlico",1135,2025-10-10 15:16:00,"Whitehall Place, Strand",1151,35225,CLASSIC,21h 35m 51s,77751997,1295.8666166666667,Anamoly (>300 mins)
152864168,2025-10-09 17:18:00,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",300029,2025-10-10 12:53:00,"Aquatic Centre, Queen Elizabeth Olympic Park",300233,52528,CLASSIC,19h 35m 53s,70553182,1175.8863666666666,Anamoly (>300 mins)
152863970,2025-10-09 17:15:00,"Fashion Street, Whitechapel",3483,2025-10-10 15:22:00,"Embankment (Savoy), Strand",1192,59403,CLASSIC,22h 7m 32s,79652047,1327.5341166666667,Anamoly (>300 mins)
152863837,2025-10-09 17:13:00,"Goswell Road (City Uni), Finsbury",1222,2025-10-09 23:13:00,"Duke Street Hill, London Bridge",300083,41883,CLASSIC,5h 59m 57s,21597463,359.95771666666667,Anamoly (>300 mins)
152862947,2025-10-09 16:57:00,"Putney Bridge Road, East Putney",300044,2025-10-10 09:50:00,"Ranelagh Gardens, Fulham",300064,30686,CLASSIC,16h 53m 21s,60801796,1013.3632666666666,Anamoly (>300 mins)
152862899,2025-10-09 16:55:00,"Northumberland Avenue, Strand",1097,2025-10-10 01:21:00,"Edgware Road Station, Marylebone",1058,30772,CLASSIC,8h 25m 22s,30322493,505.37488333333334,Anamoly (>300 mins)
152862068,2025-10-09 16:35:00,"Brandon Street, Walworth",300060,2025-10-12 21:19:00,"Clapham South, Clapham South",300006,56255,CLASSIC,3d 4h 43m 44s,276224855,4603.747583333334,Anamoly (>300 mins)
152861200,2025-10-09 16:11:00,"Imperial College, Knightsbridge",1220,2025-10-09 21:52:00,"Bermondsey Station, Bermondsey",300253,59368,CLASSIC,5h 41m 34s,20494094,341.56823333333335,Anamoly (>300 mins)
152860765,2025-10-09 15:57:00,"Nutford Place, Marylebone",1112,2025-10-10 07:31:00,"Cadogan Place, Knightsbridge",3469,52691,CLASSIC,15h 34m 15s,56055881,934.2646833333333,Anamoly (>300 mins)
152859508,2025-10-09 15:07:00,"Moor Street, Soho",3504,2025-10-10 20:29:00,"Prince Consort Road, Knightsbridge",3499,56943,CLASSIC,1d 5h 22m 23s,105743198,1762.3866333333333,Anamoly (>300 mins)
152859277,2025-10-09 14:57:00,"Gwendwr Road, West Kensington",300097,2025-10-10 14:02:00,"West Kensington Station, West Kensington",300020,61119,PBSC_EBIKE,23h 4m 40s,83080909,1384.6818166666667,Anamoly (>300 mins)
152858833,2025-10-09 14:37:00,"Bricklayers Arms, Borough",1070,2025-10-10 01:31:00,"Empire Square, The Borough",1209,59583,CLASSIC,10h 54m 34s,39274830,654.5805,Anamoly (>300 mins)
152856751,2025-10-09 13:07:00,"Kingsway Southbound, Strand",200226,2025-10-09 20:04:00,"Shoreditch High Street, Shoreditch",3445,60342,PBSC_EBIKE,6h 56m 59s,25019610,416.9935,Anamoly (>300 mins)
152856133,2025-10-09 12:40:00,"Green Park Station, Mayfair",200096,2025-10-09 18:32:00,"Green Park Station, Mayfair",200096,60237,PBSC_EBIKE,5h 51m 15s,21075927,351.26545,Anamoly (>300 mins)
152855534,2025-10-09 12:17:00,"Queen's Circus, Battersea Park",200190,2025-10-11 09:23:00,"Falcon Road, Clapham Junction",300014,30852,CLASSIC,1d 21h 6m 23s,162383094,2706.3849,Anamoly (>300 mins)
152855514,2025-10-09 12:16:00,"Wandsworth Town Station, Wandsworth",200091,2025-10-09 17:26:00,"Battersea Park Road, Nine Elms",200183,30102,CLASSIC,5h 9m 54s,18594917,309.9152833333333,Anamoly (>300 mins)
152854677,2025-10-09 11:42:00,"Hampstead Road, Euston",972,2025-10-09 17:40:00,"Monier Road, Hackney Wick",300213,59179,CLASSIC,5h 57m 51s,21471690,357.8615,Anamoly (>300 mins)
152853596,2025-10-09 10:48:00,"South Kensington Station, South Kensington",2685,2025-10-09 17:41:00,"Wells Street, Fitzrovia",3495,41079,CLASSIC,6h 53m 16s,24796391,413.27318333333335,Anamoly (>300 mins)
152853527,2025-10-09 10:45:00,"Putney Pier, Wandsworth",3492,2025-10-09 16:13:00,"Waterloo Station 2, Waterloo",2692,55923,CLASSIC,5h 28m 27s,19707521,328.45868333333334,Anamoly (>300 mins)
152853001,2025-10-09 10:23:00,"Elizabeth Bridge, Victoria",1138,2025-10-09 15:34:00,"Christopher Street, Liverpool Street",1012,90882,CLASSIC,5h 11m 7s,18667504,311.12506666666667,Anamoly (>300 mins)
152852993,2025-10-09 10:23:00,"Elizabeth Bridge, Victoria",1138,2025-10-09 20:13:00,"Christopher Street, Liverpool Street",1012,55194,CLASSIC,9h 50m 17s,35417366,590.2894333333334,Anamoly (>300 mins)
152852146,2025-10-09 09:47:00,"Riverlight South, Nine Elms",300232,2025-10-09 14:57:00,"St. James's Square, St. James's",1067,21587,CLASSIC,5h 9m 38s,18578330,309.6388333333333,Anamoly (>300 mins)
152848466,2025-10-09 08:41:00,"Westbridge Road, Battersea",200210,2025-10-09 19:40:00,"Victoria & Albert Museum, South Kensington",300032,51522,CLASSIC,10h 59m 13s,39553586,659.2264333333334,Anamoly (>300 mins)
152848101,2025-10-09 08:37:00,"Argyle Street, Kings Cross",1011,2025-10-09 15:58:00,"Green Park Station, Mayfair",200096,62456,PBSC_EBIKE,7h 20m 59s,26459784,440.9964,Anamoly (>300 mins)
152846932,2025-10-09 08:23:00,"Fulham Park Road, Fulham",200229,2025-10-09 15:05:00,"Blenheim Crescent, Ladbroke Grove",300090,56727,CLASSIC,6h 42m 26s,24146392,402.43986666666666,Anamoly (>300 mins)
152845561,2025-10-09 08:02:00,"Falcon Road, Clapham Junction",300014,2025-10-09 16:11:00,"Archbishop's Park, Waterloo",300025,60126,PBSC_EBIKE,8h 9m 20s,29360622,489.3437,Anamoly (>300 mins)
152842362,2025-10-09 05:30:00,"Islington Green, Angel",300031,2025-10-09 14:18:00,"Claremont Square, Angel",1104,35005,CLASSIC,8h 47m 55s,31675951,527.9325166666666,Anamoly (>300 mins)
152842130,2025-10-09 01:42:00,"Thorndike Close, West Chelsea",300030,2025-10-09 08:46:00,"Chepstow Villas, Notting Hill",1120,56026,CLASSIC,7h 4m 3s,25443826,424.06376666666665,Anamoly (>300 mins)
152842065,2025-10-09 01:10:00,"Paddington Green, Paddington",2670,2025-10-14 22:32:00,"St. John's Wood Road, St. John's Wood",1187,56436,CLASSIC,5d 21h 22m 3s,508923517,8482.058616666667,Anamoly (>300 mins)
152841856,2025-10-09 00:09:00,"Crisp Road, Hammersmith",200059,2025-10-09 15:33:00,"Crisp Road, Hammersmith",200059,52730,CLASSIC,15h 23m 48s,55428607,923.8101166666667,Anamoly (>300 mins)
152837814,2025-10-08 19:51:00,"Nevern Place, Earl's Court",1210,2025-10-18 17:15:00,"Regent's Row , Haggerston",200064,53449,CLASSIC,9d 21h 24m 3s,854643592,14244.059866666666,Anamoly (>300 mins)
152837815,2025-10-08 19:51:00,"Nevern Place, Earl's Court",1210,2025-10-13 20:12:00,"St Mary's Hospital, Paddington",3496,52049,CLASSIC,5d 0h 21m 28s,433288812,7221.4802,Anamoly (>300 mins)
152837716,2025-10-08 19:46:00,"Aquatic Centre, Queen Elizabeth Olympic Park",300233,2025-10-10 17:24:00,Mechanical Workshop Penton,10626,60444,PBSC_EBIKE,1d 21h 37m 24s,164244719,2737.4119833333334,Anamoly (>300 mins)
152837129,2025-10-08 19:29:00,"Import Dock, Canary Wharf",200066,2025-10-16 09:41:00,"Westferry DLR, Limehouse",200238,51625,CLASSIC,7d 14h 12m 6s,655926763,10932.112716666667,Anamoly (>300 mins)
152835517,2025-10-08 18:50:00,"Dock Street, Wapping",3467,2025-10-19 01:41:00,"Dock Street, Wapping",3467,35519,CLASSIC,10d 6h 51m 5s,888665444,14811.090733333333,Anamoly (>300 mins)
152835534,2025-10-08 18:51:00,"Dock Street, Wapping",3467,2025-10-10 07:49:00,"Bethnal Green Garden, Bethnal Green",200047,30122,CLASSIC,1d 12h 58m 29s,133109398,2218.4899666666665,Anamoly (>300 mins)
152835021,2025-10-08 18:40:00,"Bedford Way, Bloomsbury",1156,2025-10-11 23:37:00,"Arlington Road, Camden Town",200070,40753,CLASSIC,3d 4h 57m 28s,277048552,4617.475866666667,Anamoly (>300 mins)
152834478,2025-10-08 18:29:00,"Bedford Way, Bloomsbury",1156,2025-10-09 09:13:00,"Lollard Street, Vauxhall",998,58680,CLASSIC,14h 43m 49s,53029107,883.81845,Anamoly (>300 mins)
152834327,2025-10-08 18:26:00,"Commercial Street, Shoreditch",1083,2025-10-09 05:39:00,"Ansell House, Stepney",200148,63112,PBSC_EBIKE,11h 12m 57s,40377119,672.9519833333334,Anamoly (>300 mins)
152832676,2025-10-08 18:01:00,"Lambeth Palace Road, Waterloo",300231,2025-10-08 23:10:00,"Wynne Road, Stockwell",300230,42209,CLASSIC,5h 8m 32s,18512441,308.54068333333333,Anamoly (>300 mins)
152831665,2025-10-08 17:46:00,"Erin Close, Walham Green",200184,2025-10-09 11:55:00,"Coomer Place, West Kensington",200081,24100,CLASSIC,18h 8m 28s,65308723,1088.4787166666667,Anamoly (>300 mins)
152829257,2025-10-08 17:10:00,"Little Argyll Street, West End",995,2025-10-09 06:32:00,"Craven Street, Strand",1160,50972,CLASSIC,13h 22m 23s,48143248,802.3874666666667,Anamoly (>300 mins)
152829240,2025-10-08 17:09:00,"Belford House, Haggerston",200057,2025-10-14 11:07:00,Mechanical Workshop Penton,10626,54656,CLASSIC,5d 17h 57m 54s,496674867,8277.91445,Anamoly (>300 mins)
152828364,2025-10-08 16:52:00,"Clapham South, Clapham South",300006,2025-10-09 12:33:00,"Clapham Common Station, Clapham Common",2694,54409,CLASSIC,19h 41m 20s,70880294,1181.3382333333334,Anamoly (>300 mins)
152827524,2025-10-08 16:31:00,"Westferry Circus, Canary Wharf",300228,2025-10-09 12:12:00,"South Quay East, Canary Wharf",200233,51209,CLASSIC,19h 40m 53s,70853556,1180.8926,Anamoly (>300 mins)
152825817,2025-10-08 15:35:00,"Clapham South, Clapham South",300006,2025-10-09 08:55:00,"Beryl Road, Hammersmith",200097,50785,CLASSIC,17h 19m 58s,62398599,1039.97665,Anamoly (>300 mins)
152825196,2025-10-08 15:10:00,"Long Lane , Bermondsey",1189,2025-10-10 17:20:00,Mechanical Workshop Penton,10626,60119,PBSC_EBIKE,2d 2h 10m 11s,180611662,3010.1943666666666,Anamoly (>300 mins)
152824239,2025-10-08 14:29:00,"Farringdon Lane, Clerkenwell",3432,2025-10-15 08:34:00,"Felsham Road, Putney",300019,21301,CLASSIC,6d 18h 4m 54s,583494847,9724.914116666667,Anamoly (>300 mins)
152824126,2025-10-08 14:25:00,"Baldwin Street, St. Luke's",3500,2025-10-09 17:36:00,"Shoreditch Court, Haggerston",200121,20505,CLASSIC,1d 3h 10m 52s,97852318,1630.8719666666666,Anamoly (>300 mins)
152823426,2025-10-08 13:51:00,"Hampstead Road, Euston",972,2025-10-09 08:19:00,"Somerset House, Strand",200068,50233,CLASSIC,18h 27m 25s,66445093,1107.4182166666667,Anamoly (>300 mins)
152822971,2025-10-08 13:31:00,"Central House, Aldgate",3430,2025-10-08 19:46:00,"Central House, Aldgate",3430,20989,CLASSIC,6h 15m 11s,22511365,375.18941666666666,Anamoly (>300 mins)
152822471,2025-10-08 13:10:00,"Southwick Street, Paddington",3490,2025-10-08 20:18:00,"Southwick Street, Paddington",3490,59162,CLASSIC,7h 7m 20s,25640757,427.34595,Anamoly (>300 mins)
152822037,2025-10-08 12:53:00,"Ferndale Road, Brixton",200240,2025-10-09 08:39:00,"Claverton Street, Pimlico",1135,35225,CLASSIC,19h 46m 28s,71188236,1186.4706,Anamoly (>300 mins)
152821402,2025-10-08 12:26:00,"Eastbourne Mews, Paddington",1203,2025-10-08 19:26:00,"Hawley Crescent, Camden Town",200122,21618,CLASSIC,7h 0m 31s,25231475,420.52458333333334,Anamoly (>300 mins)
152820743,2025-10-08 11:58:00,"Storey's Gate, Westminster",200202,2025-10-08 17:13:00,"Horseferry Road, Westminster",1170,58754,CLASSIC,5h 14m 32s,18872747,314.54578333333336,Anamoly (>300 mins)
152819289,2025-10-08 10:48:00,"Northdown Street, King's Cross",200058,2025-10-08 16:22:00,"Northdown Street, King's Cross",200058,62045,PBSC_EBIKE,5h 34m 21s,20061035,334.35058333333336,Anamoly (>300 mins)
152818985,2025-10-08 10:36:00,"Stepney Green Station, Stepney",200012,2025-10-14 16:53:00,"George Row, Bermondsey",2679,55684,CLASSIC,6d 6h 17m 17s,541037422,9017.290366666666,Anamoly (>300 mins)
152818595,2025-10-08 10:18:00,"Stephendale Road, Sands End",300053,2025-10-08 18:35:00,"Clapham South, Clapham South",300006,54431,CLASSIC,8h 16m 57s,29817129,496.95215,Anamoly (>300 mins)
152817536,2025-10-08 09:39:00,"Butler Place, Westminster",2662,2025-10-10 09:17:00,"Westfield Southern Terrace ,Shepherd's Bush",200061,59390,CLASSIC,1d 23h 38m 13s,171493895,2858.231583333333,Anamoly (>300 mins)
152816117,2025-10-08 09:04:00,"Limerston Street, West Chelsea",200001,2025-10-08 16:59:00,"Michael Road, Walham Green",300095,21841,CLASSIC,7h 55m 37s,28537889,475.63148333333334,Anamoly (>300 mins)
152815726,2025-10-08 08:57:00,"Riverlight South, Nine Elms",300232,2025-10-08 14:20:00,"Riverlight North, Nine Elms",1165,59436,CLASSIC,5h 23m 18s,19398787,323.31311666666664,Anamoly (>300 mins)
152814857,2025-10-08 08:45:00,"Greycoat Street , Westminster",10623,2025-10-11 19:18:00,"Alderney Street, Pimlico",1174,40739,CLASSIC,3d 10h 33m 37s,297217414,4953.623566666667,Anamoly (>300 mins)
152814183,2025-10-08 08:37:00,"Birkenhead Street, King's Cross",300212,2025-10-08 20:43:00,"Pall Mall East, West End",1153,35070,CLASSIC,12h 6m 12s,43572347,726.2057833333333,Anamoly (>300 mins)
152813732,2025-10-08 08:32:00,"Dickens Square, Borough",1208,2025-10-08 14:00:00,"Waterloo Road, South Bank",1176,41981,CLASSIC,5h 28m 4s,19684757,328.0792833333333,Anamoly (>300 mins)
152808799,2025-10-08 06:37:00,"Snowsfields, London Bridge",200193,2025-10-08 14:13:00,"Fore Street Avenue, Guildhall",200253,35823,CLASSIC,7h 35m 52s,27352436,455.87393333333335,Anamoly (>300 mins)
152808731,2025-10-08 06:34:00,"Sheepcote Lane, Battersea",200176,2025-10-21 15:34:00,"Ashley Crescent, Battersea",200169,41364,CLASSIC,13d 9h 0m 39s,1155639401,19260.656683333335,Anamoly (>300 mins)
152808674,2025-10-08 06:30:00,"Canada Water Station, Rotherhithe",300252,2025-10-08 12:14:00,"Canada Water Station, Rotherhithe",300252,23994,CLASSIC,5h 43m 58s,20638690,343.97816666666665,Anamoly (>300 mins)
152808244,2025-10-08 05:03:00,"Nantes Close, Wandsworth",200186,2025-10-08 21:36:00,"Wandsworth Town Station, Wandsworth",200091,30786,CLASSIC,16h 32m 31s,59551424,992.5237333333333,Anamoly (>300 mins)
152808149,2025-10-08 02:30:00,"Kennington Station, Kennington",22170,2025-10-08 08:20:00,"Kennington Station, Kennington",22170,62000,PBSC_EBIKE,5h 49m 49s,20989089,349.81815,Anamoly (>300 mins)
152808123,2025-10-08 02:04:00,"Bramham Gardens, Earl's Court",1183,2025-10-08 17:22:00,"Burgess Park Albany Road, Walworth",300063,30227,CLASSIC,15h 17m 13s,55033681,917.2280166666667,Anamoly (>300 mins)
152807701,2025-10-07 23:25:00,"Lancaster Drive, Blackwall",200143,2025-10-08 15:58:00,"Stebondale Street, Cubitt Town",200009,62850,PBSC_EBIKE,16h 32m 51s,59571117,992.85195,Anamoly (>300 mins)
152807673,2025-10-07 23:19:00,"Pott Street, Bethnal Green",200156,2025-10-08 08:57:00,"London Fields, Hackney Central",200025,52620,CLASSIC,9h 37m 37s,34657963,577.6327166666666,Anamoly (>300 mins)
152807604,2025-10-07 23:08:00,"Brick Lane Market, Shoreditch",2687,2025-10-08 06:36:00,"Pott Street, Bethnal Green",200156,63257,PBSC_EBIKE,7h 27m 55s,26875396,447.9232666666667,Anamoly (>300 mins)
152807433,2025-10-07 22:48:00,"Clarendon Road, Avondale",200124,2025-10-14 16:09:00,"Evesham Street, Avondale",300022,53211,CLASSIC,6d 17h 21m 10s,580870855,9681.180916666666,Anamoly (>300 mins)
152807375,2025-10-07 22:43:00,"Clarendon Road, Avondale",200124,2025-10-21 16:56:00,"Freston Road, Avondale",300085,58691,CLASSIC,13d 18h 13m 2s,1188782777,19813.046283333333,Anamoly (>300 mins)
152803878,2025-10-07 19:41:00,"Clapham Common Station, Clapham Common",2694,2025-10-15 13:08:00,"Clapham Common North Side, Clapham Common",300065,58133,CLASSIC,7d 17h 27m 11s,667631415,11127.19025,Anamoly (>300 mins)
152801261,2025-10-07 18:40:00,"Newton Street, Covent Garden",300074,2025-10-08 07:41:00,"Bishop's Bridge Road East, Bayswater",200108,24414,CLASSIC,13h 1m 26s,46886411,781.4401833333334,Anamoly (>300 mins)
152800916,2025-10-07 18:33:00,"London Street, Paddington",300079,2025-10-10 11:15:00,"Ossulston Street, Somers Town",300211,20920,CLASSIC,2d 16h 42m 1s,232921759,3882.0293166666665,Anamoly (>300 mins)
152800880,2025-10-07 18:33:00,"London Street, Paddington",300079,2025-10-08 16:54:00,"Westfield Ariel Way, White City_OLD",200141444,42219,CLASSIC,22h 21m 12s,80472550,1341.2091666666668,Anamoly (>300 mins)
152800711,2025-10-07 18:29:00,"Wormwood Street, Liverpool Street",2587,2025-10-17 17:24:00,Mechanical Workshop Penton,10626,64067,PBSC_EBIKE,9d 22h 54m 58s,860098279,14334.971316666666,Anamoly (>300 mins)
152800315,2025-10-07 18:23:00,"Import Dock, Canary Wharf",200066,2025-10-08 07:25:00,"Saltoun Road, Brixton",300206,63217,PBSC_EBIKE,13h 2m 0s,46920447,782.00745,Anamoly (>300 mins)
152794075,2025-10-07 16:46:00,"Clapham South, Clapham South",300006,2025-10-08 12:28:00,"Riverlight South, Nine Elms",300232,56705,CLASSIC,19h 41m 34s,70894625,1181.5770833333333,Anamoly (>300 mins)
152793587,2025-10-07 16:34:00,"Millbank Tower, Pimlico",2683,2025-10-07 23:54:00,"Lindfield Street, Poplar",22178,23965,CLASSIC,7h 20m 2s,26402973,440.04955,Anamoly (>300 mins)
152793603,2025-10-07 16:34:00,"Millbank Tower, Pimlico",2683,2025-10-07 23:43:00,"Chrisp Street Market, Poplar",200089,40278,CLASSIC,7h 8m 50s,25730218,428.8369666666667,Anamoly (>300 mins)
152792355,2025-10-07 15:55:00,"Great Dover Street, The Borough",1017,2025-10-08 03:28:00,"Great Dover Street, The Borough",1017,52012,CLASSIC,11h 33m 35s,41615590,693.5931666666667,Anamoly (>300 mins)
152790221,2025-10-07 14:21:00,"Sail Street, Vauxhall",200039,2025-10-09 15:36:00,"Southwick Street, Paddington",3490,41996,CLASSIC,2d 1h 15m 10s,177310245,2955.17075,Anamoly (>300 mins)
152789215,2025-10-07 13:35:00,"Somerset House, Strand",200068,2025-10-07 19:14:00,"Tooley Street, Bermondsey",1142,23248,CLASSIC,5h 39m 30s,20370414,339.5069,Anamoly (>300 mins)
152787313,2025-10-07 12:09:00,"BBC White City, White City",200136,2025-10-19 08:27:00,"Montserrat Road , Putney",200205,52792,CLASSIC,11d 20h 17m 53s,1023473758,17057.895966666667,Anamoly (>300 mins)
152786439,2025-10-07 11:26:00,"Buckingham Gate, Westminster",200178,2025-10-07 17:12:00,"Sackville Street, Mayfair",1197,23317,CLASSIC,5h 46m 38s,20798552,346.64253333333335,Anamoly (>300 mins)
