Number,Start date,Start station,Start station number,End date,End station,End station number,Bike number,Bike model,Total duration,Total duration (ms),duration_min,trip_category,start_hour,end_hour,start_day,start_month,is_weekend,day_type
153050904,2025-10-15 22:27:00,"Fashion Street, Whitechapel",3483,2025-10-15 22:36:00,"Hollybush Gardens, Bethnal Green",200244,21790,CLASSIC,8m 32s,512322,8.5387,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050905,2025-10-15 22:27:00,"Palace Gardens Terrace, Notting Hill",2633,2025-10-15 22:38:00,"Bramham Gardens, Earl's Court",1183,54272,CLASSIC,10m 6s,606204,10.1034,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050906,2025-10-15 22:27:00,"St. James's Square, St. James's",1067,2025-10-15 22:42:00,"West Smithfield Rotunda, Farringdon",1040,51907,CLASSIC,14m 31s,871540,14.525666666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050907,2025-10-15 22:28:00,"Charles II Street, West End",3488,2025-10-15 22:43:00,"Ontario Street, Elephant & Castle",1200,58857,CLASSIC,15m 33s,933450,15.5575,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050908,2025-10-15 22:27:00,"South Audley Street, Mayfair",3493,2025-10-15 22:42:00,"World's End Place, West Chelsea",300009,62617,PBSC_EBIKE,14m 58s,898719,14.97865,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050910,2025-10-15 22:28:00,"Wardour Street, Soho",1163,2025-10-15 23:01:00,"South Bermondsey Station, Bermondsey",300062,35564,CLASSIC,33m 23s,2003869,33.397816666666664,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153050889,2025-10-15 22:26:00,"Charing Cross Hospital, Hammersmith",300018,2025-10-15 22:45:00,"World's End Place, West Chelsea",300009,57106,CLASSIC,19m 21s,1161081,19.35135,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050890,2025-10-15 22:26:00,"Coomer Place, West Kensington",200081,2025-10-15 22:31:00,"Irene Road, Parsons Green",300012,56840,CLASSIC,5m 32s,332063,5.534383333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050891,2025-10-15 22:26:00,"Hop Exchange, The Borough",960,2025-10-15 22:31:00,"Bricklayers Arms, Borough",1070,54863,CLASSIC,4m 51s,291222,4.8537,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050892,2025-10-15 22:26:00,"Lambeth Palace Road, Waterloo",300231,2025-10-15 22:29:00,"Chicheley Street, South Bank",200206,30967,CLASSIC,2m 50s,170367,2.83945,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050893,2025-10-15 22:26:00,"Crosswall, Tower",991,2025-10-15 22:41:00,"Waterloo Place, St. James's",3458,41152,CLASSIC,15m 19s,919759,15.329316666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050894,2025-10-15 22:26:00,"George Place Mews, Marylebone",10630,2025-10-15 22:40:00,"Chepstow Villas, Notting Hill",1120,24462,CLASSIC,13m 17s,797807,13.296783333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050895,2025-10-15 22:26:00,"Duke Street Hill, London Bridge",300083,2025-10-15 22:33:00,"Wormwood Street, Liverpool Street",2587,35178,CLASSIC,6m 19s,379304,6.321733333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050878,2025-10-15 22:25:00,"Cephas Street, Bethnal Green",200073,2025-10-15 22:37:00,"Belford House, Haggerston",200057,51985,CLASSIC,11m 53s,713903,11.898383333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050879,2025-10-15 22:25:00,"Russell Square Station, Bloomsbury",978,2025-10-15 23:03:00,"Saltoun Road, Brixton",300206,54112,CLASSIC,37m 46s,2266408,37.773466666666664,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153050880,2025-10-15 22:25:00,"Clapham Road, Lingham Street, Stockwell",300245,2025-10-15 22:45:00,"Tyers Gate, Bermondsey",3485,41716,CLASSIC,19m 50s,1190637,19.84395,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050881,2025-10-15 22:25:00,"Cartwright Gardens , Bloomsbury",1010,2025-10-15 22:45:00,"Bourne Street, Belgravia",1180,30578,CLASSIC,20m 11s,1211759,20.195983333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050883,2025-10-15 22:25:00,"Allington Street, Victoria",300242,2025-10-15 22:46:00,"Shouldham Street, Marylebone",2693,20529,CLASSIC,20m 52s,1252322,20.872033333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050885,2025-10-15 22:25:00,"Tower Gardens , Tower",1071,2025-10-15 22:31:00,"Bermondsey Street, Bermondsey",2637,62625,PBSC_EBIKE,5m 36s,336141,5.60235,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050886,2025-10-15 22:25:00,"Bolsover Street, Fitzrovia",1025,2025-10-15 22:41:00,"Blenheim Crescent, Ladbroke Grove",300090,62187,PBSC_EBIKE,15m 18s,918175,15.302916666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050887,2025-10-15 22:26:00,"Hoxton Station, Hoxton",200151,2025-10-15 22:40:00,"Macclesfield Rd, St Lukes",1226,58802,CLASSIC,14m 15s,855098,14.251633333333332,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050888,2025-10-15 22:26:00,"Hoxton Station, Hoxton",200151,2025-10-15 22:35:00,"Murray Grove , Hoxton",989,51368,CLASSIC,9m 49s,589696,9.828266666666666,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050860,2025-10-15 22:24:00,"Columbia Road, Shoreditch",2701,2025-10-15 22:37:00,"Rectory Square, Stepney",200037,55396,CLASSIC,13m 47s,827008,13.783466666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050861,2025-10-15 22:24:00,"Butler Place, Westminster",2662,2025-10-15 22:46:00,"Bath Street, St. Luke's",964,55625,CLASSIC,22m 19s,1339078,22.317966666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050862,2025-10-15 22:24:00,"Percy Street, Bloomsbury",1006,2025-10-15 23:00:00,"St. John's Wood Road, St. John's Wood",1187,58402,CLASSIC,36m 25s,2185689,36.42815,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153050863,2025-10-15 22:24:00,"Grant Road East, Clapham Junction",200120,2025-10-15 22:27:00,"Nantes Close, Wandsworth",200186,40814,CLASSIC,3m 35s,215079,3.58465,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050864,2025-10-15 22:24:00,"Waterloo Station 1, Waterloo",2696,2025-10-15 22:29:00,"Kennington Road, Vauxhall",1154,54851,CLASSIC,5m 24s,324077,5.401283333333334,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050865,2025-10-15 22:24:00,"Furze Green, Bow",200011,2025-10-15 22:39:00,"Rectory Square, Stepney",200037,64029,PBSC_EBIKE,14m 36s,876863,14.614383333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050866,2025-10-15 22:24:00,"Porchester Place, Paddington",3477,2025-10-15 22:46:00,"Gas Holders, Battersea Park",300216,50010,CLASSIC,21m 33s,1293810,21.5635,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050867,2025-10-15 22:24:00,"Broadwick Street, Soho",3489,2025-10-15 22:40:00,"Black Prince Road, Vauxhall",1205,23693,CLASSIC,15m 44s,944565,15.74275,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050868,2025-10-15 22:24:00,"Furze Green, Bow",200011,2025-10-15 22:39:00,"Rectory Square, Stepney",200037,64019,PBSC_EBIKE,14m 27s,867911,14.465183333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050870,2025-10-15 22:24:00,"Archbishop's Park, Waterloo",300025,2025-10-15 22:32:00,"Gloucester Street, Pimlico",1103,53885,CLASSIC,8m 4s,484248,8.0708,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050871,2025-10-15 22:24:00,"Bankside Mix, Bankside",963,2025-10-15 22:26:00,"Tate Modern, Bankside",300237,20966,CLASSIC,1m 13s,73517,1.2252833333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050872,2025-10-15 22:24:00,"William IV Street, Strand",1028,2025-10-15 22:38:00,"Elizabeth Bridge, Victoria",1138,59102,CLASSIC,13m 37s,817852,13.630866666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050873,2025-10-15 22:24:00,"Maplin Street, Mile End",200230,2025-10-15 22:31:00,"Mile End Park Leisure Centre, Mile End",300027,50587,CLASSIC,6m 48s,408420,6.807,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050874,2025-10-15 22:24:00,"Drayton Gardens, West Chelsea",200060,2025-10-15 22:28:00,"Manresa Road, Chelsea",200010,58888,CLASSIC,3m 56s,236527,3.9421166666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050875,2025-10-15 22:24:00,"LMU Commercial Road, Whitechapel",1105,2025-10-15 22:28:00,"Fashion Street, Whitechapel",3483,55334,CLASSIC,3m 16s,196772,3.279533333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050876,2025-10-15 22:24:00,"Tavistock Street, Covent Garden",1207,2025-10-15 22:35:00,"Aldersgate Street, Barbican",1065,55412,CLASSIC,10m 47s,647952,10.7992,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050877,2025-10-15 22:25:00,"Bourne Street, Belgravia",1180,2025-10-15 22:41:00,"Danvers Street, West Chelsea",200222,51657,CLASSIC,16m 22s,982881,16.38135,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050843,2025-10-15 22:23:00,"Porchester Place, Paddington",3477,2025-10-15 22:27:00,"Old Quebec Street, Marylebone",1085,57856,CLASSIC,4m 7s,247630,4.127166666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050844,2025-10-15 22:23:00,"Battersea Park Road, Nine Elms",200183,2025-10-15 22:30:00,"Culvert Road, Battersea",300080,59365,CLASSIC,6m 53s,413267,6.887783333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050845,2025-10-15 22:23:00,"Houghton Street, Strand",3484,2025-10-15 23:01:00,"Lightermans Road, Millwall",200004,56095,CLASSIC,38m 20s,2300832,38.3472,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153050846,2025-10-15 22:23:00,"Gower Place , Euston",969,2025-10-15 22:34:00,"Shouldham Street, Marylebone",2693,50115,CLASSIC,11m 43s,703109,11.718483333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050847,2025-10-15 22:23:00,"Charing Cross Hospital, Hammersmith",300018,2025-10-15 22:28:00,"Aintree Street, Fulham",200098,30801,CLASSIC,5m 23s,323713,5.395216666666666,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050848,2025-10-15 22:23:00,"New Inn Yard, Shoreditch",1032,2025-10-15 22:33:00,"Hatton Wall, Holborn",1008,55810,CLASSIC,10m 25s,625077,10.41795,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050850,2025-10-15 22:23:00,"Baldwin Street, St. Luke's",3500,2025-10-15 22:27:00,"Roscoe Street, St. Luke's",1026,59467,CLASSIC,4m 13s,253151,4.2191833333333335,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050851,2025-10-15 22:23:00,"Frith Street, Soho",2660,2025-10-15 22:50:00,"Thurtle Road, Haggerston",200093,54157,CLASSIC,26m 58s,1618594,26.976566666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050852,2025-10-15 22:23:00,"Woodstock Grove, Shepherd's Bush",200214,2025-10-15 22:25:00,"Richmond Way, Shepherd's Bush",200181,35215,CLASSIC,1m 32s,92003,1.5333833333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050853,2025-10-15 22:23:00,"Frith Street, Soho",2660,2025-10-15 22:50:00,"Thurtle Road, Haggerston",200093,51769,CLASSIC,26m 48s,1608175,26.80291666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050854,2025-10-15 22:23:00,"Battersea Park Road, Nine Elms",200183,2025-10-15 22:30:00,"Culvert Road, Battersea",300080,60510,PBSC_EBIKE,6m 40s,400041,6.66735,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050855,2025-10-15 22:23:00,"Pall Mall East, West End",1153,2025-10-15 22:39:00,"Albert Square, Stockwell",300209,30396,CLASSIC,15m 59s,959522,15.992033333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050856,2025-10-15 22:24:00,"New Kent Road, The Borough",966,2025-10-15 22:32:00,"Tower Wharf, Bermondsey",2667,59006,CLASSIC,8m 9s,489983,8.166383333333334,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050857,2025-10-15 22:23:00,"Falkirk Street, Hoxton",1047,2025-10-15 22:32:00,"Durant Street, Bethnal Green",200213,23219,CLASSIC,8m 6s,486170,8.102833333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050858,2025-10-15 22:24:00,"New Kent Road, The Borough",966,2025-10-15 22:31:00,"Tower Wharf, Bermondsey",2667,52358,CLASSIC,7m 27s,447193,7.453216666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050859,2025-10-15 22:24:00,"Frith Street, Soho",2660,2025-10-15 23:31:00,"Greycoat Street , Westminster",10623,63432,PBSC_EBIKE,1h 7m 53s,4073925,67.89875,Long(41-120 mins),22,23,Wednesday,October,False,Weekday
153050830,2025-10-15 22:22:00,"Southampton Street, Strand",1228,2025-10-15 22:33:00,"Foley Street, Fitzrovia",3494,56828,CLASSIC,11m 31s,691240,11.520666666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050831,2025-10-15 22:22:00,"Cheapside, Bank",22180,2025-10-15 22:56:00,"Trebovir Road, Earl's Court",1113,51137,CLASSIC,33m 51s,2031200,33.85333333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050832,2025-10-15 22:22:00,"Charing Cross Hospital, Hammersmith",300018,2025-10-15 22:38:00,"Hortensia Road, West Brompton",300091,56302,CLASSIC,16m 25s,985048,16.417466666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050833,2025-10-15 22:22:00,"Great Percy Street, Clerkenwell",3470,2025-10-15 22:32:00,"Hampstead Road, Euston",972,62777,PBSC_EBIKE,10m 33s,633819,10.56365,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050834,2025-10-15 22:22:00,"Clapham Common Station, Clapham Common",2694,2025-10-15 22:28:00,"Sugden Road, Clapham",200208,62866,PBSC_EBIKE,6m 9s,369217,6.153616666666666,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050835,2025-10-15 22:22:00,"Albert Square, Stockwell",300209,2025-10-15 22:32:00,"Gaywood  Street, Elephant & Castle",200132,55081,CLASSIC,9m 57s,597286,9.954766666666666,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050836,2025-10-15 22:22:00,"Waterloo Road, South Bank",1176,2025-10-15 22:33:00,"Long Lane , Bermondsey",1189,52683,CLASSIC,11m 6s,666153,11.10255,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050837,2025-10-15 22:22:00,"Fire Brigade Pier, Vauxhall",2703,2025-10-15 22:46:00,"Porchester Place, Paddington",3477,62132,PBSC_EBIKE,23m 50s,1430978,23.849633333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050838,2025-10-15 22:22:00,"Crisp Road, Hammersmith",200059,2025-10-15 22:30:00,"Star Road, West Kensington",300038,55524,CLASSIC,7m 20s,440636,7.343933333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050839,2025-10-15 22:23:00,"Parson's Green , Parson's Green",200237,2025-10-15 22:26:00,"Sandilands Road, Walham Green",300001,50569,CLASSIC,3m 25s,205157,3.4192833333333335,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050840,2025-10-15 22:22:00,"Royal London Hospital, Whitechapel",1077,2025-10-15 22:30:00,"Commercial Street, Shoreditch",1083,23187,CLASSIC,7m 4s,424930,7.082166666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050842,2025-10-15 22:23:00,"Murray Grove , Hoxton",989,2025-10-15 22:58:00,"Ram Street, Wandsworth",200079,63511,PBSC_EBIKE,35m 33s,2133443,35.557383333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050816,2025-10-15 22:21:00,"Soho Square , Soho",1052,2025-10-15 22:33:00,"Risinghill Street, Angel",1127,52633,CLASSIC,12m 30s,750072,12.5012,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050817,2025-10-15 22:21:00,"Maplin Street, Mile End",200230,2025-10-15 22:33:00,"Monier Road, Hackney Wick",300213,58923,CLASSIC,11m 58s,718894,11.981566666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050818,2025-10-15 22:21:00,"Fulham Park Road, Fulham",200229,2025-10-15 22:31:00,"Bramham Gardens, Earl's Court",1183,52618,CLASSIC,10m 23s,623305,10.388416666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050819,2025-10-15 22:21:00,"Percy Street, Bloomsbury",1006,2025-10-15 22:33:00,"Waterloo Station 1, Waterloo",2696,57011,CLASSIC,12m 2s,722175,12.03625,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050820,2025-10-15 22:21:00,"Boston Place, Marylebone",1035,2025-10-15 22:58:00,"Christian Street, Whitechapel",22177,59147,CLASSIC,36m 39s,2199632,36.66053333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050821,2025-10-15 22:21:00,"Fulham Broadway, Walham Green",300086,2025-10-15 22:24:00,"Sandilands Road, Walham Green",300001,52212,CLASSIC,3m 20s,200796,3.3466,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050822,2025-10-15 22:21:00,"De Vere Gardens, Kensington",3446,2025-10-15 22:33:00,"Hammersmith Road, Hammersmith",200142,90867,CLASSIC,11m 59s,719605,11.993416666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050823,2025-10-15 22:21:00,"Golden Square, Soho",3451,2025-10-15 22:44:00,"Queensway, Kensington Gardens",1150,51063,CLASSIC,22m 29s,1349694,22.4949,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050824,2025-10-15 22:21:00,"Boston Place, Marylebone",1035,2025-10-15 22:36:00,"Gower Place , Euston",969,41627,CLASSIC,14m 37s,877467,14.62445,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050825,2025-10-15 22:21:00,"Duke Street Hill, London Bridge",300083,2025-10-15 22:56:00,"William Morris Way, Sands End",200062,63348,PBSC_EBIKE,34m 24s,2064758,34.41263333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050826,2025-10-15 22:21:00,"Hampton Street, Walworth",1118,2025-10-15 22:32:00,"Binfield Road, Stockwell",300015,62688,PBSC_EBIKE,10m 39s,639717,10.66195,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050827,2025-10-15 22:21:00,"Boston Place, Marylebone",1035,2025-10-15 22:58:00,"Christian Street, Whitechapel",22177,55963,CLASSIC,36m 21s,2181743,36.362383333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050828,2025-10-15 22:21:00,"Bruton Street, Mayfair",1034,2025-10-15 22:40:00,"Prince of Wales Drive, Battersea Park",300073,56706,CLASSIC,18m 9s,1089834,18.1639,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050829,2025-10-15 22:21:00,"Battersea Power Station, Battersea Park",300221,2025-10-15 22:42:00,"Chelsea Bridge, Pimlico",22160,22944,CLASSIC,20m 19s,1219684,20.32806666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050804,2025-10-15 22:20:00,"Cleveland Way, Stepney",200250,2025-10-15 22:23:00,"Queen Mary's, Mile End",200249,56025,CLASSIC,3m 44s,224383,3.739716666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050805,2025-10-15 22:20:00,"Vauxhall Cross, Vauxhall",1000,2025-10-15 22:37:00,"Walworth Square, Walworth",300050,55323,CLASSIC,17m 5s,1025331,17.08885,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050806,2025-10-15 22:20:00,"William IV Street, Strand",1028,2025-10-15 22:37:00,"Fire Brigade Pier, Vauxhall",2703,59041,CLASSIC,17m 1s,1021133,17.018883333333335,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050807,2025-10-15 22:20:00,"Cheapside, Bank",22180,2025-10-15 22:30:00,"Strata, Elephant & Castle",10624,52197,CLASSIC,10m 28s,628812,10.4802,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050808,2025-10-15 22:20:00,"Doric Way , Somers Town",1004,2025-10-15 22:53:00,"Wynne Road, Stockwell",300230,57824,CLASSIC,32m 58s,1978365,32.97275,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050809,2025-10-15 22:20:00,"Cheapside, Bank",22180,2025-10-15 22:39:00,"Belgrave Road, Victoria",1087,59272,CLASSIC,18m 54s,1134245,18.904083333333332,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050810,2025-10-15 22:20:00,"Fire Brigade Pier, Vauxhall",2703,2025-10-15 22:37:00,"Old Quebec Street, Marylebone",1085,64074,PBSC_EBIKE,16m 41s,1001147,16.685783333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050811,2025-10-15 22:20:00,"Pott Street, Bethnal Green",200156,2025-10-15 22:33:00,"Falkirk Street, Hoxton",1047,52154,CLASSIC,12m 54s,774886,12.914766666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050812,2025-10-15 22:20:00,"Theobald's Road , Holborn",975,2025-10-15 22:30:00,"Charlotte Street, Fitzrovia",2669,50623,CLASSIC,9m 15s,555279,9.25465,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050813,2025-10-15 22:20:00,"Waterloo Place, St. James's",3458,2025-10-15 22:45:00,"Leman Street, Aldgate",1102,42212,CLASSIC,24m 46s,1486250,24.770833333333332,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050814,2025-10-15 22:20:00,"Reardon Street, Wapping",22176,2025-10-15 22:25:00,"New Road 1 , Whitechapel",1171,61115,PBSC_EBIKE,4m 27s,267516,4.4586,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050815,2025-10-15 22:21:00,"Wellington Row, Bethnal Green",200165,2025-10-15 22:59:00,"Christian Street, Whitechapel",22177,57195,CLASSIC,38m 56s,2336141,38.93568333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050782,2025-10-15 22:19:00,"St. Luke's Church, Chelsea",3486,2025-10-15 22:33:00,"Dorothy Road, Clapham Junction",200119,40876,CLASSIC,14m 44s,884257,14.737616666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050783,2025-10-15 22:19:00,"Drury Lane, Covent Garden",1007,2025-10-15 22:43:00,"Bath Street, St. Luke's",964,35507,CLASSIC,24m 40s,1480680,24.678,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050784,2025-10-15 22:19:00,"De Vere Gardens, Kensington",3446,2025-10-15 22:37:00,"Craven Street, Strand",1160,41114,CLASSIC,18m 12s,1092993,18.21655,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050785,2025-10-15 22:19:00,"Percy Street, Bloomsbury",1006,2025-10-15 22:37:00,"Bell Lane, Liverpool Street",200036,55740,CLASSIC,17m 48s,1068404,17.806733333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050786,2025-10-15 22:19:00,"Grant Road East, Clapham Junction",200120,2025-10-15 22:22:00,"Usk Road, Clapham Junction",200126,54932,CLASSIC,2m 51s,171829,2.8638166666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050787,2025-10-15 22:19:00,"Old Street Station, St. Luke's",1064,2025-10-15 22:28:00,"Goldsmith's Row, Haggerston",200159,53413,CLASSIC,9m 7s,547684,9.128066666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050788,2025-10-15 22:19:00,"Guildhouse Street, Victoria",3478,2025-10-15 22:24:00,"Horseferry Road, Westminster",1170,58730,CLASSIC,5m 9s,309590,5.159833333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050789,2025-10-15 22:19:00,"Islington Green, Angel",300031,2025-10-15 22:25:00,"Handyside Street, King's Cross",300241,58944,CLASSIC,5m 56s,356770,5.946166666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050790,2025-10-15 22:19:00,"Ferndale Road, Brixton",200240,2025-10-15 22:27:00,"Stewart's Road, Wandsworth Road",300055,35426,CLASSIC,7m 47s,467472,7.7912,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050791,2025-10-15 22:19:00,"Penywern Road, Earl's Court",3444,2025-10-15 22:35:00,"Hibbert Street, Battersea",300051,52139,CLASSIC,15m 43s,943018,15.716966666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050792,2025-10-15 22:19:00,"Allington Street, Victoria",300242,2025-10-15 22:32:00,"Limerston Street, West Chelsea",200001,30810,CLASSIC,13m 5s,785643,13.09405,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050793,2025-10-15 22:19:00,"Charing Cross Hospital, Hammersmith",300018,2025-10-15 22:50:00,"Hortensia Road, West Brompton",300091,54685,CLASSIC,31m 12s,1872331,31.205516666666668,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050794,2025-10-15 22:19:00,"Waterloo Place, St. James's",3458,2025-10-15 22:22:00,"Pall Mall East, West End",1153,40906,CLASSIC,2m 57s,177879,2.96465,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050795,2025-10-15 22:19:00,"High Holborn , Covent Garden",1229,2025-10-15 22:30:00,"Hampstead Road, Euston",972,53128,CLASSIC,10m 9s,609170,10.152833333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050796,2025-10-15 22:19:00,"St. Luke's Church, Chelsea",3486,2025-10-15 22:27:00,"Cadogan Place, Knightsbridge",3469,59879,CLASSIC,7m 6s,426836,7.113933333333334,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050797,2025-10-15 22:19:00,"Drury Lane, Covent Garden",1007,2025-10-15 22:45:00,"Strata, Elephant & Castle",10624,20767,CLASSIC,25m 16s,1516126,25.268766666666668,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050798,2025-10-15 22:19:00,"Elgin Avenue, Maida Hill",300071,2025-10-15 22:44:00,"Hibbert Street, Battersea",300051,60221,PBSC_EBIKE,25m 2s,1502125,25.035416666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050799,2025-10-15 22:19:00,"Great Russell Street, Bloomsbury",988,2025-10-15 22:34:00,"Nutford Place, Marylebone",1112,35405,CLASSIC,14m 5s,845440,14.090666666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050800,2025-10-15 22:20:00,"Hoxton Station, Hoxton",200151,2025-10-15 22:26:00,"Old Street Station, St. Luke's",1064,56857,CLASSIC,6m 18s,378369,6.30615,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050801,2025-10-15 22:20:00,"William IV Street, Strand",1028,2025-10-15 22:31:00,"Green Street, Mayfair",3464,31025,CLASSIC,11m 49s,709748,11.829133333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050802,2025-10-15 22:20:00,"William IV Street, Strand",1028,2025-10-15 22:37:00,"Fire Brigade Pier, Vauxhall",2703,55304,CLASSIC,17m 10s,1030433,17.173883333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
